"anio","jurisdiccion_de_residencia_id","jurisdicion_residencia_nombre","cie10_causa_id","cie10_clasificacion","sexo_id","Sexo","muerte_materna_id","muerte_materna_clasificacion","grupo_edad","cantidad" 
2017,2,"Ciudad Autónoma de Buenos Aires","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino",NA,NA,"01.De a 0  a 14 anios",6
2017,66,"Salta","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino",NA,NA,"01.De a 0  a 14 anios",2
2012,66,"Salta","P22","Dificultad respiratoria del recién nacido",2,"femenino","",NA,"01.De a 0  a 14 anios",7
2018,82,"Santa Fe","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2006,6,"Buenos Aires","Q60","Agenesia renal y otras malformaciones hipoplásicas del riñón",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2017,34,"Formosa","Q03","Hidrocéfalo congénito",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2009,90,"Tucumán","P22","Dificultad respiratoria del recién nacido",2,"femenino","",NA,"01.De a 0  a 14 anios",5
2014,54,"Misiones","J18","Neumonía, organismo no especificado",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2020,14,"Córdoba","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2017,18,"Corrientes","Q25","Malformaciones congénitas de las grandes arterias",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2016,82,"Santa Fe","P83","Otras afecciones de la piel especificas del feto y del recién nacido",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2017,66,"Salta","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2017,90,"Tucumán","Q25","Malformaciones congénitas de las grandes arterias",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2008,66,"Salta","Q60","Agenesia renal y otras malformaciones hipoplásicas del riñón",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2014,30,"Entre Ríos","Q04","Otras malformaciones congénitas del encéfalo",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2019,6,"Buenos Aires","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino",NA,NA,"01.De a 0  a 14 anios",6
2010,6,"Buenos Aires","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino","",NA,"01.De a 0  a 14 anios",17
2013,74,"San Luis","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2014,22,"Chaco","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino","",NA,"01.De a 0  a 14 anios",2
2021,58,"Neuquén","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2014,18,"Corrientes","P96","Otras afecciones originadas en el período perinatal",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2019,82,"Santa Fe","P21","Asfixia del nacimiento",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2006,2,"Ciudad Autónoma de Buenos Aires","Q22","Malformaciones congénitas de la válvulas pulmonar y tricúspide",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2008,10,"Catamarca","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2009,14,"Córdoba","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2017,6,"Buenos Aires","X09","Exposición a humos, fuegos o llamas no especificados",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2010,34,"Formosa","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2011,6,"Buenos Aires","Q25","Malformaciones congénitas de las grandes arterias",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2019,6,"Buenos Aires","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2006,18,"Corrientes","P22","Dificultad respiratoria del recién nacido",2,"femenino","",NA,"01.De a 0  a 14 anios",21
2016,70,"San Juan","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2010,6,"Buenos Aires","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2013,66,"Salta","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2007,14,"Córdoba","X09","Exposición a humos, fuegos o llamas no especificados",2,"femenino","",NA,"01.De a 0  a 14 anios",3
2010,26,"Chubut","P22","Dificultad respiratoria del recién nacido",1,"masculino","",NA,"01.De a 0  a 14 anios",9
2009,34,"Formosa","E43","Desnutrición proteicocalórica severa, no especificada",2,"femenino","",NA,"01.De a 0  a 14 anios",2
2008,14,"Córdoba","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino","",NA,"01.De a 0  a 14 anios",3
2005,34,"Formosa","A09","Otras gastroenteritis y colitis de origen infeccioso y no especificado",2,"femenino"," ",NA,"01.De a 0  a 14 anios",1
2009,78,"Santa Cruz","P83","Otras afecciones de la piel especificas del feto y del recién nacido",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2006,2,"Ciudad Autónoma de Buenos Aires","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino","",NA,"01.De a 0  a 14 anios",2
2009,82,"Santa Fe","G00","Meningitis bacteriana, no clasificada en otra parte",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2008,18,"Corrientes","P22","Dificultad respiratoria del recién nacido",2,"femenino","",NA,"01.De a 0  a 14 anios",30
2010,62,"Río Negro","J69","Neumonitis debida a sólidos y líquidos",1,"masculino","",NA,"01.De a 0  a 14 anios",5
2008,2,"Ciudad Autónoma de Buenos Aires","I82","Otras embolias y trombosis venosas",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2012,6,"Buenos Aires","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino","",NA,"01.De a 0  a 14 anios",15
2012,62,"Río Negro","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2016,54,"Misiones","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2009,26,"Chubut","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2019,18,"Corrientes","E84","Fibrosis quística",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2015,22,"Chaco","D84","Otras inmunodeficiencias",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2014,90,"Tucumán","D84","Otras inmunodeficiencias",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2006,14,"Córdoba","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2018,18,"Corrientes","Q25","Malformaciones congénitas de las grandes arterias",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2010,2,"Ciudad Autónoma de Buenos Aires","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino","",NA,"01.De a 0  a 14 anios",2
2016,78,"Santa Cruz","P22","Dificultad respiratoria del recién nacido",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2005,50,"Mendoza","P07","Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",2,"femenino"," ",NA,"01.De a 0  a 14 anios",1
2016,30,"Entre Ríos","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino",NA,NA,"01.De a 0  a 14 anios",2
2018,22,"Chaco","G00","Meningitis bacteriana, no clasificada en otra parte",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2012,78,"Santa Cruz","P22","Dificultad respiratoria del recién nacido",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2009,54,"Misiones","I27","Otras enfermedades cardiopulmonares",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2016,54,"Misiones","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2021,66,"Salta","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2013,82,"Santa Fe","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2008,14,"Córdoba","P37","Otras enfermedades infecciosas y parasitarias congénitas",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2019,90,"Tucumán","D84","Otras inmunodeficiencias",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2017,50,"Mendoza","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2011,54,"Misiones","Q25","Malformaciones congénitas de las grandes arterias",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2017,58,"Neuquén","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2006,6,"Buenos Aires","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino","",NA,"01.De a 0  a 14 anios",6
2018,2,"Ciudad Autónoma de Buenos Aires","P07","Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",1,"masculino",NA,NA,"01.De a 0  a 14 anios",4
2007,2,"Ciudad Autónoma de Buenos Aires","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2009,46,"La Rioja","P83","Otras afecciones de la piel especificas del feto y del recién nacido",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2007,2,"Ciudad Autónoma de Buenos Aires","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino","",NA,"01.De a 0  a 14 anios",4
2015,74,"San Luis","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2008,14,"Córdoba","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2013,90,"Tucumán","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino","",NA,"01.De a 0  a 14 anios",2
2014,66,"Salta","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino","",NA,"01.De a 0  a 14 anios",3
2010,2,"Ciudad Autónoma de Buenos Aires","P22","Dificultad respiratoria del recién nacido",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2009,82,"Santa Fe","K56","Ileo paralítico y obstrucción intestinal sin hernia",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2018,90,"Tucumán","Q87","Otros síndromes de malformaciones congénitas especificados que afectan múltiples sistemas",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2014,2,"Ciudad Autónoma de Buenos Aires","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino","",NA,"01.De a 0  a 14 anios",4
2017,86,"Santiago del Estero","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino",NA,NA,"01.De a 0  a 14 anios",2
2006,6,"Buenos Aires","N12","Nefritis tubulointersticial, no especificada como aguda o crónica",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2019,50,"Mendoza","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino",NA,NA,"01.De a 0  a 14 anios",2
2017,6,"Buenos Aires","D84","Otras inmunodeficiencias",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2018,14,"Córdoba","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2019,2,"Ciudad Autónoma de Buenos Aires","P22","Dificultad respiratoria del recién nacido",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2020,6,"Buenos Aires","P90","Convulsiones del recién nacido",1,"masculino",NA,NA,"01.De a 0  a 14 anios",2
2010,6,"Buenos Aires","P90","Convulsiones del recién nacido",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2006,2,"Ciudad Autónoma de Buenos Aires","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino","",NA,"01.De a 0  a 14 anios",3
2015,46,"La Rioja","Q87","Otros síndromes de malformaciones congénitas especificados que afectan múltiples sistemas",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2013,82,"Santa Fe","P90","Convulsiones del recién nacido",2,"femenino","",NA,"01.De a 0  a 14 anios",2
2021,22,"Chaco","Q60","Agenesia renal y otras malformaciones hipoplásicas del riñón",1,"masculino",NA,NA,"01.De a 0  a 14 anios",2
2016,6,"Buenos Aires","X91","Agresión por ahorcamiento, estrangulamiento y sofocación",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2015,6,"Buenos Aires","P90","Convulsiones del recién nacido",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2018,6,"Buenos Aires","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino",NA,NA,"01.De a 0  a 14 anios",3
2007,2,"Ciudad Autónoma de Buenos Aires","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2006,58,"Neuquén","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2019,26,"Chubut","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2005,70,"San Juan","P22","Dificultad respiratoria del recién nacido",1,"masculino"," ",NA,"01.De a 0  a 14 anios",11
2020,30,"Entre Ríos","P90","Convulsiones del recién nacido",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2013,6,"Buenos Aires","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino","",NA,"01.De a 0  a 14 anios",5
2020,70,"San Juan","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2018,14,"Córdoba","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2018,46,"La Rioja","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2019,66,"Salta","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2005,34,"Formosa","X91","Agresión por ahorcamiento, estrangulamiento y sofocación",1,"masculino"," ",NA,"01.De a 0  a 14 anios",1
2006,6,"Buenos Aires","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino","",NA,"01.De a 0  a 14 anios",15
2011,22,"Chaco","Q25","Malformaciones congénitas de las grandes arterias",2,"femenino","",NA,"01.De a 0  a 14 anios",2
2014,70,"San Juan","Q87","Otros síndromes de malformaciones congénitas especificados que afectan múltiples sistemas",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2017,70,"San Juan","P07","Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",2,"femenino",NA,NA,"01.De a 0  a 14 anios",2
2009,22,"Chaco","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2017,14,"Córdoba","G91","Hidrocéfalo",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2011,14,"Córdoba","Q41","Ausencia, atresia y estenosis congénita del intestino delgado",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2018,70,"San Juan","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2012,14,"Córdoba","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2009,6,"Buenos Aires","X91","Agresión por ahorcamiento, estrangulamiento y sofocación",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2015,74,"San Luis","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2021,14,"Córdoba","X09","Exposición a humos, fuegos o llamas no especificados",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2016,2,"Ciudad Autónoma de Buenos Aires","P91","Otras alteraciones cerebrales del recién nacido",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2008,90,"Tucumán","A41","Otras Sepsis",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2013,22,"Chaco","K21","Enfermedad del reflujo gastroesofágico",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2005,62,"Río Negro","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino"," ",NA,"01.De a 0  a 14 anios",1
2006,30,"Entre Ríos","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2015,70,"San Juan","Q22","Malformaciones congénitas de la válvulas pulmonar y tricúspide",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2007,6,"Buenos Aires","Q22","Malformaciones congénitas de la válvulas pulmonar y tricúspide",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2018,82,"Santa Fe","P22","Dificultad respiratoria del recién nacido",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2020,78,"Santa Cruz","P22","Dificultad respiratoria del recién nacido",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2015,50,"Mendoza","K21","Enfermedad del reflujo gastroesofágico",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2006,42,"La Pampa","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2020,66,"Salta","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2009,58,"Neuquén","P07","Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",2,"femenino","",NA,"01.De a 0  a 14 anios",3
2010,66,"Salta","K21","Enfermedad del reflujo gastroesofágico",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2017,58,"Neuquén","W78","Inhalación de contenidos gástricos",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2006,6,"Buenos Aires","W78","Inhalación de contenidos gástricos",1,"masculino","",NA,"01.De a 0  a 14 anios",2
2010,34,"Formosa","G00","Meningitis bacteriana, no clasificada en otra parte",2,"femenino","",NA,"01.De a 0  a 14 anios",3
2005,18,"Corrientes","K21","Enfermedad del reflujo gastroesofágico",2,"femenino"," ",NA,"01.De a 0  a 14 anios",1
2005,14,"Córdoba","Q87","Otros síndromes de malformaciones congénitas especificados que afectan múltiples sistemas",2,"femenino"," ",NA,"01.De a 0  a 14 anios",1
2019,86,"Santiago del Estero","Q87","Otros síndromes de malformaciones congénitas especificados que afectan múltiples sistemas",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2015,66,"Salta","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino",NA,NA,"01.De a 0  a 14 anios",2
2012,14,"Córdoba","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2013,34,"Formosa","J69","Neumonitis debida a sólidos y líquidos",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2006,26,"Chubut","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2010,66,"Salta","K21","Enfermedad del reflujo gastroesofágico",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2015,78,"Santa Cruz","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2019,82,"Santa Fe","K21","Enfermedad del reflujo gastroesofágico",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2011,42,"La Pampa","P22","Dificultad respiratoria del recién nacido",2,"femenino","",NA,"01.De a 0  a 14 anios",3
2010,42,"La Pampa","P22","Dificultad respiratoria del recién nacido",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2010,50,"Mendoza","J84","Otras enfermedades pulmonares intersticiales",1,"masculino","",NA,"01.De a 0  a 14 anios",4
2016,34,"Formosa","P91","Otras alteraciones cerebrales del recién nacido",1,"masculino",NA,NA,"01.De a 0  a 14 anios",2
2005,62,"Río Negro","Q60","Agenesia renal y otras malformaciones hipoplásicas del riñón",2,"femenino"," ",NA,"01.De a 0  a 14 anios",1
2018,58,"Neuquén","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino",NA,NA,"01.De a 0  a 14 anios",2
2005,30,"Entre Ríos","P22","Dificultad respiratoria del recién nacido",2,"femenino"," ",NA,"01.De a 0  a 14 anios",23
2017,30,"Entre Ríos","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2013,6,"Buenos Aires","P22","Dificultad respiratoria del recién nacido",1,"masculino","",NA,"01.De a 0  a 14 anios",58
2013,50,"Mendoza","P22","Dificultad respiratoria del recién nacido",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2013,46,"La Rioja","P22","Dificultad respiratoria del recién nacido",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2006,14,"Córdoba","Q22","Malformaciones congénitas de la válvulas pulmonar y tricúspide",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2014,34,"Formosa","J98","Otros trastornos respiratorios",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2012,82,"Santa Fe","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2007,18,"Corrientes","J18","Neumonía, organismo no especificado",2,"femenino","",NA,"01.De a 0  a 14 anios",3
2008,2,"Ciudad Autónoma de Buenos Aires","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2019,66,"Salta","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino",NA,NA,"01.De a 0  a 14 anios",5
2007,18,"Corrientes","K21","Enfermedad del reflujo gastroesofágico",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2017,70,"San Juan","P22","Dificultad respiratoria del recién nacido",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2016,42,"La Pampa","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2006,90,"Tucumán","K21","Enfermedad del reflujo gastroesofágico",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2011,30,"Entre Ríos","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2019,54,"Misiones","P22","Dificultad respiratoria del recién nacido",2,"femenino",NA,NA,"01.De a 0  a 14 anios",4
2008,42,"La Pampa","P22","Dificultad respiratoria del recién nacido",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2018,82,"Santa Fe","D84","Otras inmunodeficiencias",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2014,6,"Buenos Aires","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino","",NA,"01.De a 0  a 14 anios",8
2021,82,"Santa Fe","P22","Dificultad respiratoria del recién nacido",2,"femenino",NA,NA,"01.De a 0  a 14 anios",16
2020,50,"Mendoza","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2006,90,"Tucumán","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino","",NA,"01.De a 0  a 14 anios",2
2012,22,"Chaco","P22","Dificultad respiratoria del recién nacido",1,"masculino","",NA,"01.De a 0  a 14 anios",9
2012,18,"Corrientes","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2016,14,"Córdoba","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino",NA,NA,"01.De a 0  a 14 anios",2
2021,34,"Formosa","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2020,38,"Jujuy","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2014,6,"Buenos Aires","P22","Dificultad respiratoria del recién nacido",2,"femenino","",NA,"01.De a 0  a 14 anios",73
2007,2,"Ciudad Autónoma de Buenos Aires","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2007,2,"Ciudad Autónoma de Buenos Aires","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2015,66,"Salta","A09","Otras gastroenteritis y colitis de origen infeccioso y no especificado",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2015,14,"Córdoba","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2015,14,"Córdoba","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2018,54,"Misiones","Y34","Evento no especificado, de intención no determinada",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2016,10,"Catamarca","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2008,66,"Salta","A09","Otras gastroenteritis y colitis de origen infeccioso y no especificado",1,"masculino","",NA,"01.De a 0  a 14 anios",3
2009,82,"Santa Fe","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino","",NA,"01.De a 0  a 14 anios",2
2005,62,"Río Negro","P22","Dificultad respiratoria del recién nacido",2,"femenino"," ",NA,"01.De a 0  a 14 anios",1
2016,50,"Mendoza","P22","Dificultad respiratoria del recién nacido",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2011,90,"Tucumán","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2010,6,"Buenos Aires","X59","Exposición a factores no especificados",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2008,6,"Buenos Aires","W78","Inhalación de contenidos gástricos",2,"femenino","",NA,"01.De a 0  a 14 anios",17
2010,30,"Entre Ríos","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2007,74,"San Luis","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2018,14,"Córdoba","Q87","Otros síndromes de malformaciones congénitas especificados que afectan múltiples sistemas",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2007,6,"Buenos Aires","W78","Inhalación de contenidos gástricos",2,"femenino","",NA,"01.De a 0  a 14 anios",14
2017,82,"Santa Fe","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2008,10,"Catamarca","A09","Otras gastroenteritis y colitis de origen infeccioso y no especificado",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2006,14,"Córdoba","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino","",NA,"01.De a 0  a 14 anios",3
2020,6,"Buenos Aires","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino",NA,NA,"01.De a 0  a 14 anios",3
2014,30,"Entre Ríos","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2006,90,"Tucumán","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2020,6,"Buenos Aires","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2011,82,"Santa Fe","N12","Nefritis tubulointersticial, no especificada como aguda o crónica",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2020,66,"Salta","P22","Dificultad respiratoria del recién nacido",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
